,fips
1841,45055.0
1842,45057.0
1843,45061.0
1844,45065.0
1845,45069.0
1846,45071.0
1847,45073.0
1848,45075.0
1849,45079.0
1850,45081.0
1851,45083.0
1852,45085.0
1853,45089.0
1854,45091.0
1855,46007.0
1856,46009.0
1857,46017.0
1858,46019.0
1859,46021.0
1860,46023.0
1861,46025.0
1862,46027.0
1863,46029.0
1864,46033.0
1865,46037.0
1866,46043.0
1867,46045.0
1868,46047.0
1869,46049.0
1870,46051.0
1871,46053.0
1872,46055.0
1873,46061.0
1874,46063.0
1875,46065.0
1876,46069.0
1877,46071.0
1878,46073.0
1879,46075.0
1880,46077.0
1881,46079.0
1882,46083.0
1883,46085.0
1884,46087.0
1885,46089.0
1886,46091.0
1887,46093.0
1888,46095.0
1889,46097.0
1890,46101.0
1891,46102.0
1892,46103.0
1893,46105.0
1894,46107.0
1895,46111.0
1896,46115.0
1897,46117.0
1898,46121.0
1899,46123.0
1900,46125.0
1901,46127.0
1902,46129.0
1903,46135.0
1904,46137.0
1905,47001.0
1906,47003.0
1907,47005.0
1908,47007.0
1909,47009.0
1910,47013.0
1911,47015.0
1912,47017.0
1913,47019.0
1914,47023.0
1915,47025.0
1916,47029.0
1917,47031.0
1918,47033.0
1919,47035.0
1920,47037.0
1921,47043.0
1922,47045.0
1923,47047.0
1924,47049.0
1925,47053.0
1926,47057.0
1927,47059.0
1928,47061.0
1929,47063.0
1930,47065.0
1931,47071.0
1932,47073.0
1933,47075.0
1934,47077.0
1935,47079.0
1936,47081.0
1937,47083.0
1938,47085.0
1939,47089.0
1940,47095.0
1941,47097.0
1942,47099.0
1943,47101.0
1944,47105.0
1945,47107.0
1946,47109.0
1947,47111.0
1948,47113.0
1949,47115.0
1950,47119.0
1951,47123.0
1952,47125.0
1953,47127.0
1954,47131.0
1955,47133.0
1956,47135.0
1957,47137.0
1958,47145.0
1959,47149.0
1960,47151.0
1961,47153.0
1962,47155.0
1963,47157.0
1964,47159.0
1965,47161.0
1966,47167.0
1967,47169.0
1968,47171.0
1969,47173.0
1970,47175.0
1971,47177.0
1972,47179.0
1973,47181.0
1974,47183.0
1975,47187.0
1976,47189.0
1977,48001.0
1978,48003.0
1979,48005.0
1980,48007.0
1981,48009.0
1982,48011.0
1983,48013.0
1984,48015.0
1985,48017.0
1986,48019.0
1987,48023.0
1988,48025.0
1989,48027.0
1990,48029.0
1991,48033.0
1992,48039.0
1993,48041.0
1994,48043.0
1995,48045.0
1996,48047.0
1997,48049.0
1998,48051.0
1999,48053.0
2000,48061.0
2001,48063.0
2002,48067.0
2003,48069.0
2004,48073.0
2005,48075.0
2006,48077.0
2007,48079.0
2008,48081.0
2009,48083.0
2010,48085.0
2011,48087.0
2012,48089.0
2013,48091.0
2014,48093.0
2015,48095.0
2016,48097.0
2017,48099.0
2018,48101.0
2019,48103.0
2020,48105.0
2021,48107.0
2022,48109.0
2023,48113.0
2024,48117.0
2025,48119.0
2026,48121.0
2027,48123.0
2028,48125.0
2029,48127.0
2030,48131.0
2031,48133.0
2032,48135.0
2033,48137.0
2034,48143.0
2035,48145.0
2036,48149.0
2037,48151.0
2038,48155.0
2039,48157.0
2040,48159.0
2041,48161.0
2042,48163.0
2043,48165.0
2044,48167.0
2045,48169.0
2046,48171.0
2047,48175.0
2048,48179.0
2049,48181.0
2050,48183.0
2051,48185.0
2052,48187.0
2053,48193.0
2054,48199.0
2055,48201.0
2056,48205.0
2057,48207.0
2058,48209.0
2059,48211.0
2060,48213.0
2061,48217.0
2062,48221.0
2063,48225.0
2064,48227.0
2065,48229.0
2066,48231.0
2067,48233.0
2068,48237.0
2069,48241.0
2070,48243.0
2071,48245.0
2072,48247.0
2073,48249.0
2074,48253.0
2075,48255.0
2076,48257.0
2077,48259.0
2078,48263.0
2079,48265.0
2080,48267.0
2081,48273.0
2082,48277.0
2083,48279.0
2084,48281.0
2085,48285.0
2086,48287.0
2087,48289.0
2088,48291.0
2089,48293.0
2090,48295.0
2091,48297.0
2092,48299.0
2093,48301.0
2094,48303.0
2095,48305.0
2096,48307.0
2097,48309.0
2098,48311.0
2099,48315.0
2100,48317.0
2101,48319.0
2102,48321.0
2103,48323.0
2104,48325.0
2105,48329.0
2106,48331.0
2107,48335.0
2108,48339.0
2109,48341.0
2110,48343.0
2111,48347.0
2112,48349.0
2113,48351.0
2114,48353.0
2115,48355.0
2116,48357.0
2117,48359.0
2118,48363.0
2119,48365.0
2120,48367.0
2121,48369.0
2122,48371.0
2123,48373.0
2124,48375.0
2125,48377.0
2126,48379.0
2127,48381.0
2128,48383.0
2129,48385.0
2130,48387.0
2131,48389.0
2132,48393.0
2133,48395.0
2134,48397.0
2135,48401.0
2136,48407.0
2137,48411.0
2138,48413.0
2139,48415.0
2140,48417.0
2141,48421.0
2142,48425.0
2143,48427.0
2144,48429.0
2145,48431.0
2146,48433.0
2147,48439.0
2148,48441.0
2149,48445.0
2150,48447.0
2151,48449.0
2152,48451.0
2153,48453.0
2154,48459.0
2155,48461.0
2156,48463.0
2157,48465.0
2158,48467.0
2159,48471.0
2160,48473.0
2161,48479.0
2162,48481.0
2163,48483.0
2164,48485.0
2165,48487.0
2166,48489.0
2167,48491.0
2168,48493.0
2169,48495.0
2170,48497.0
2171,48501.0
2172,48507.0
2173,49001.0
2174,49003.0
2175,49005.0
2176,49007.0
2177,49009.0
2178,49011.0
2179,49013.0
2180,49015.0
2181,49017.0
2182,49019.0
2183,49021.0
2184,49023.0
2185,49025.0
2186,49029.0
2187,49031.0
2188,49033.0
2189,49035.0
2190,49037.0
2191,49039.0
2192,49041.0
2193,49043.0
2194,49047.0
2195,49049.0
2196,49053.0
2197,49055.0
2198,49057.0
2199,50003.0
2200,50007.0
2201,50009.0
2202,50011.0
2203,50013.0
2204,50015.0
2205,50019.0
2206,50021.0
2207,50025.0
2208,50027.0
2209,51001.0
2210,51003.0
2211,51005.0
2212,51007.0
2213,51011.0
2214,51013.0
2215,51015.0
2216,51017.0
2217,51019.0
2218,51023.0
2219,51029.0
2220,51031.0
2221,51035.0
2222,51036.0
2223,51041.0
2224,51043.0
2225,51045.0
2226,51047.0
2227,51049.0
2228,51051.0
2229,51053.0
2230,51057.0
2231,51059.0
2232,51061.0
2233,51063.0
2234,51065.0
2235,51067.0
2236,51069.0
2237,51071.0
2238,51077.0
2239,51079.0
2240,51081.0
2241,51083.0
2242,51089.0
2243,51099.0
2244,51101.0
2245,51103.0
2246,51105.0
2247,51109.0
2248,51111.0
2249,51113.0
2250,51115.0
2251,51117.0
2252,51119.0
2253,51125.0
2254,51127.0
2255,51131.0
2256,51133.0
2257,51135.0
2258,51137.0
2259,51139.0
2260,51147.0
2261,51149.0
2262,51153.0
2263,51155.0
2264,51157.0
2265,51159.0
2266,51163.0
2267,51165.0
2268,51167.0
2269,51169.0
2270,51171.0
2271,51177.0
2272,51181.0
2273,51183.0
2274,51185.0
2275,51187.0
2276,51191.0
2277,51193.0
2278,51195.0
2279,51199.0
2280,51510.0
2281,51515.0
2282,51520.0
2283,51530.0
2284,51540.0
2285,51550.0
2286,51570.0
2287,51590.0
2288,51600.0
2289,51610.0
2290,51620.0
2291,51640.0
2292,51650.0
2293,51660.0
2294,51670.0
2295,51678.0
2296,51680.0
2297,51683.0
2298,51685.0
2299,51690.0
2300,51700.0
2301,51720.0
2302,51730.0
2303,51735.0
2304,51740.0
2305,51750.0
2306,51760.0
2307,51770.0
2308,51775.0
2309,51790.0
2310,51800.0
2311,51820.0
2312,51840.0
2313,53001.0
2314,53003.0
2315,53005.0
2316,53007.0
2317,53011.0
2318,53013.0
2319,53015.0
2320,53017.0
2321,53019.0
2322,53023.0
2323,53025.0
2324,53027.0
2325,53033.0
2326,53035.0
2327,53037.0
2328,53039.0
2329,53041.0
2330,53043.0
2331,53047.0
2332,53051.0
2333,53053.0
2334,53055.0
2335,53057.0
2336,53059.0
2337,53061.0
2338,53065.0
2339,53067.0
2340,53069.0
2341,53071.0
2342,53073.0
2343,53075.0
2344,53077.0
2345,54001.0
2346,54003.0
2347,54007.0
2348,54009.0
2349,54011.0
2350,54013.0
2351,54017.0
2352,54019.0
2353,54021.0
2354,54025.0
2355,54029.0
2356,54031.0
2357,54035.0
2358,54037.0
2359,54039.0
2360,54041.0
2361,54043.0
2362,54045.0
2363,54047.0
2364,54049.0
2365,54051.0
2366,54053.0
2367,54055.0
2368,54057.0
2369,54059.0
2370,54061.0
2371,54065.0
2372,54073.0
2373,54075.0
2374,54077.0
2375,54079.0
2376,54081.0
2377,54083.0
2378,54085.0
2379,54087.0
2380,54089.0
2381,54097.0
2382,54099.0
2383,54101.0
2384,54103.0
2385,54107.0
2386,54109.0
2387,55003.0
2388,55005.0
2389,55009.0
2390,55011.0
2391,55013.0
2392,55015.0
2393,55017.0
2394,55019.0
2395,55027.0
2396,55029.0
2397,55031.0
2398,55035.0
2399,55037.0
2400,55039.0
2401,55041.0
2402,55045.0
2403,55049.0
2404,55051.0
2405,55053.0
2406,55055.0
2407,55057.0
2408,55059.0
2409,55061.0
2410,55065.0
2411,55067.0
2412,55069.0
2413,55073.0
2414,55078.0
2415,55083.0
2416,55087.0
2417,55089.0
2418,55091.0
2419,55097.0
2420,55099.0
2421,55101.0
2422,55103.0
2423,55105.0
2424,55107.0
2425,55109.0
2426,55111.0
2427,55113.0
2428,55115.0
2429,55117.0
2430,55119.0
2431,55121.0
2432,55123.0
2433,55125.0
2434,55129.0
2435,55131.0
2436,55133.0
2437,55135.0
2438,55137.0
2439,55139.0
2440,55141.0
2441,56001.0
2442,56003.0
2443,56005.0
2444,56007.0
2445,56009.0
2446,56011.0
2447,56013.0
2448,56015.0
2449,56019.0
2450,56021.0
2451,56025.0
2452,56031.0
2453,56033.0
2454,56037.0
2455,56041.0
2456,56043.0
